N_Identificador;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
11002096408;110020; Masculino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;5/7/2014; Serviço de Abordagem Social; Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Masculino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;8/20/2012; Serviço Especializado para Pessoas em Situação de Rua; Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Superior Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;11/16/2011; Atividades de gestão (administrativo); Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Superior Completo; Profissional de nível médio; Servidor Estatutário; Coordenador(a); De 41 a 44 horas semanais;8/20/2012; Atividades de gestão (administrativo); Serviço de Abordagem Social;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ;Serviço de Abordagem Social; ; ;1; ;1; ; ;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;5/21/2012; Atividades de gestão (administrativo); Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Superior Completo; Profissional de nível médio; Servidor Estatutário; Apoio Administrativo; De 31 a 40 horas semanais;1/8/2014; Atividades de gestão (administrativo); Serviço Especializado para Pessoas em Situação de Rua;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ;1;1; ; ; ;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Masculino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;3/18/2010; Serviço de Abordagem Social; Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Médio Completo; Sem formação profissional; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;7/27/2016; Atividades de gestão (administrativo); Serviço de Abordagem Social;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ;Serviço de Abordagem Social; ; ;1; ;1; ; ;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;6/14/2010; Outros; Atividades de gestão (administrativo);1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ; ; ;Outros;Atividades de gestão (administrativo); ; ; ; ;1; ; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Masculino; Superior Completo; Sem formação profissional; Comissionado; Outros; De 31 a 40 horas semanais;8/14/2023; Outros; Serviço Especializado para Pessoas em Situação de Rua;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ; ; ;Outros; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Masculino; Médio Completo; Sem formação profissional; Servidor Estatutário; Outros; De 31 a 40 horas semanais;4/15/2010; Atividades de gestão (administrativo); Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Masculino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;7/10/2012; Atividades de gestão (administrativo); Serviço de Abordagem Social;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ;Serviço de Abordagem Social; ; ;1; ;1; ; ;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais; ; Serviço de Abordagem Social; Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Fundamental Completo; Sem formação profissional; Servidor Estatutário; Serviços Gerais; De 31 a 40 horas semanais; ; ; ;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;61 a 100 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Masculino; Superior Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;7/23/2012; Outros; Atividades de gestão (administrativo);1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;61 a 100 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ; ; ;Outros;Atividades de gestão (administrativo); ; ; ; ;1; ; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
11002096408;110020; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;1/9/2015; Serviço Especializado para Pessoas em Situação de Rua; Outros;1100205;Rondonia;Região Norte;Porto Velho;34090,953;RO;460434;Grande;completo;31.08.2024;8/31/2024;61 a 100 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;1;7;8;0;1;0;0;1;15;0;1;0;16;7;2;3; ;3;2;2;3; ;8
12004097308;120040; Feminino; Superior Completo; Outra(o) profissional de nível superior; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;7/23/2024; Atividades de gestão (administrativo); Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;5/15/2021; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;7/5/2024; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;9/9/2019; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;7/5/2024; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Serviços Gerais; De 31 a 40 horas semanais;8/18/2023; Outros; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;6/26/2024; Atividades de gestão (administrativo); Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Médio Completo; Sem formação profissional; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;7/5/2024; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;7/5/2024; Serviço Especializado para Pessoas em Situação de Rua; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ;1; ;1; ;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Completo; Assistente Social; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;6/1/2022; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
